ID,MODEM_NUMBER,STATUS,ERROR,ERROR_CODE,MSISDN,SENT,MODEM_INDEX_I2C,TIMESTAMP,NETWORK,USE_CALL,USE_SMS,IS_LOOPBACK_MSISDN,MODEM_MSISDN,MODEL,IMEI,IMSI,REGISTRATION_STATUS,OPERATOR,RAT,ARFCN,BSIC,PSC,PCI,MCC,MNC,LAC,CELL_ID,RSSI,SNR,CALL_RESULT,SMS_RESULT,LATITUDE,LONGITUDE,ALTITUDE,SESSION_NAME,SUCCESS_RATE
66983,3,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,3,2025-12-24 10:44:15,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
66984,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2025-12-24 10:44:15,auto,1,0,0,12293320274,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-87.0,-9.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66985,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2025-12-24 10:44:15,auto,1,0,0,14706128781,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-88.0,-9.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66986,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2025-12-24 10:44:15,auto,1,0,0,14703890674,Quectel EG25,867929068549221.0,311480117211386.0,1.0,Verizon ,LTE,5230.0,,,100.0,311.0,480.0,44827.0,44810242.0,-90.0,-18.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66987,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 10:46:53,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-89.0,-9.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
66988,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 10:46:53,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-79.0,-15.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
66989,3,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,3,2025-12-24 10:46:53,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,2.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
66990,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2025-12-24 10:46:53,auto,1,0,0,12293320274,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-83.0,-11.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66991,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2025-12-24 10:46:53,auto,1,0,0,14706128781,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-93.0,-8.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66992,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2025-12-24 10:46:53,auto,1,0,0,14703890674,Quectel EG25,867929068549221.0,311480117211386.0,1.0,Verizon ,LTE,5230.0,,,100.0,311.0,480.0,44827.0,44810242.0,-92.0,-18.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66993,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 10:48:41,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-86.0,-9.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
66994,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 10:48:41,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-87.0,-9.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
66995,3,IDLE,Modem is not connected: 3 (Registration denied),-22,14049400438,0,3,2025-12-24 10:48:41,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,3.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
66996,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2025-12-24 10:48:41,auto,1,0,0,12293320274,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-86.0,-9.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66997,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2025-12-24 10:48:41,auto,1,0,0,14706128781,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-87.0,-9.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66998,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2025-12-24 10:48:41,auto,1,0,0,14703890674,Quectel EG25,867929068549221.0,311480117211386.0,1.0,Verizon ,LTE,5230.0,,,100.0,311.0,480.0,44827.0,44810242.0,-91.0,-17.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
66999,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 10:51:13,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-85.0,-9.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67000,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 10:51:13,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-84.0,-9.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67001,3,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,3,2025-12-24 10:51:13,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,2.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
67002,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2025-12-24 10:51:13,auto,1,0,0,12293320274,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-84.0,-11.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
67003,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2025-12-24 10:51:13,auto,1,0,0,14706128781,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-86.0,-9.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67004,6,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,6,2025-12-24 10:51:13,auto,1,0,0,14703890674,Quectel EG25,867929068549221.0,311480117211386.0,2.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
67005,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 10:53:10,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-65.0,-10.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67006,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 10:53:10,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-72.0,-6.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67007,3,IDLE,Modem is not connected: 0 (Not registered. ME is not currently searching a new operator to register to),-22,14049400438,0,3,2025-12-24 10:53:10,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,0.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
67008,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2025-12-24 10:53:10,auto,1,0,0,12293320274,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-70.0,-9.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
67009,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2025-12-24 10:53:10,auto,1,0,0,14706128781,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-75.0,-9.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67010,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2025-12-24 10:53:10,auto,1,0,0,14703890674,Quectel EG25,867929068549221.0,311480117211386.0,1.0,Verizon ,LTE,5230.0,,,100.0,311.0,480.0,44827.0,44810242.0,-92.0,-15.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
67011,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 10:55:55,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-76.0,-8.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67012,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 10:55:55,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-79.0,-9.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67013,3,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,3,2025-12-24 10:55:55,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,1.0,AT&T,LTE,5110.0,,,432.0,310.0,410.0,11531.0,189843983.0,-86.0,-12.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67014,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2025-12-24 10:55:55,auto,1,0,0,12293320274,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-83.0,-10.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
67015,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2025-12-24 10:55:55,auto,1,0,0,14706128781,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-79.0,-10.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67016,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2025-12-24 10:55:55,auto,1,0,0,14703890674,Quectel EG25,867929068549221.0,311480117211386.0,1.0,Verizon ,LTE,975.0,,,100.0,311.0,480.0,44827.0,44810264.0,-99.0,-17.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
67017,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 10:57:59,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-63.0,-10.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67018,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 10:57:59,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-67.0,-7.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67019,3,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,3,2025-12-24 10:57:59,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,1.0,AT&T,LTE,5110.0,,,432.0,310.0,410.0,11531.0,189843983.0,-80.0,-10.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67020,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2025-12-24 10:57:59,auto,1,0,0,12293320274,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-66.0,-8.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
67021,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2025-12-24 10:57:59,auto,1,0,0,14706128781,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-67.0,-7.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67022,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2025-12-24 10:57:59,auto,1,0,0,14703890674,Quectel EG25,867929068549221.0,311480117211386.0,1.0,Verizon ,LTE,5230.0,,,100.0,311.0,480.0,44827.0,44810242.0,-90.0,-13.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
67023,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 11:00:39,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-78.0,-7.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67024,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 11:00:39,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-80.0,-7.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67025,3,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,3,2025-12-24 11:00:39,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,1.0,AT&T,LTE,5110.0,,,432.0,310.0,410.0,11531.0,189843983.0,-86.0,-14.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
67026,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2025-12-24 11:00:39,auto,1,0,0,12293320274,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-79.0,-7.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
67027,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2025-12-24 11:00:39,auto,1,0,0,14706128781,Quectel EG25,867929069322826.0,310410446625086.0,1.0,AT&T,LTE,5110.0,,,432.0,310.0,410.0,11531.0,189843983.0,-86.0,-14.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
67028,6,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,6,2025-12-24 11:00:39,auto,1,0,0,14703890674,Quectel EG25,867929068549221.0,311480117211386.0,2.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
67029,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 11:02:51,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-69.0,-14.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67030,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 11:02:51,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-77.0,-8.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67031,3,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,3,2025-12-24 11:02:51,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,1.0,AT&T,GSM,519.0,18.0,,,310.0,410.0,200.0,200.0,-104.0,0.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
67032,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2025-12-24 11:02:51,auto,1,0,0,12293320274,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-75.0,-9.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
67033,5,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,5,2025-12-24 11:02:51,auto,1,0,0,14706128781,Quectel EG25,867929069322826.0,310410446625086.0,1.0,AT&T,GSM,519.0,18.0,,,310.0,410.0,200.0,200.0,-104.0,0.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
67034,6,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,6,2025-12-24 11:02:51,auto,1,0,0,14703890674,Quectel EG25,867929068549221.0,311480117211386.0,2.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
67035,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 11:06:56,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-71.0,-8.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67036,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 11:06:56,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-77.0,-9.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67037,3,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,3,2025-12-24 11:06:56,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,5.0,Roaming,GSM,,,,,,,,,,,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
67038,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2025-12-24 11:06:56,auto,1,0,0,12293320274,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-75.0,-8.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
67039,5,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,5,2025-12-24 11:06:56,auto,1,0,0,14706128781,Quectel EG25,867929068549221.0,311480117211386.0,2.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
67040,6,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,6,2025-12-24 11:06:56,auto,1,0,0,14703890674,Quectel EG25,867929069322826.0,310410446625086.0,2.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
67041,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 11:08:54,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-77.0,-11.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67042,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 11:08:54,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-81.0,-9.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67043,3,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,3,2025-12-24 11:08:54,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,5.0,Roaming,GSM,237.0,27.0,,,311.0,480.0,300.0,300.0,-102.0,0.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
67044,4,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,4,2025-12-24 11:08:54,auto,1,0,0,12293320274,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,2225.0,,,232.0,310.0,260.0,30507.0,35669763.0,-81.0,-9.0,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
67045,5,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,5,2025-12-24 11:08:54,auto,1,0,0,14706128781,Quectel EG25,867929068549221.0,311480117211386.0,2.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
67046,6,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,6,2025-12-24 11:08:54,auto,1,0,0,14703890674,Quectel EG25,867929069322826.0,310410446625086.0,5.0,Roaming,GSM,,,,,,,,,,,"[""FAIL"", ""FAIL""]",,32.98727,-82.59281,0.0,Garage,0.0
67047,1,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,1,2025-12-24 11:11:26,auto,1,0,0,12298099213,Quectel EG25,867929068550195.0,310260429109979.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-82.0,-9.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67048,2,IDLE,"Timeout to receive expected response [.CONNECT., .BUSY., .NO CARRIER., .NO ANSWER.] to command Dial",-12,14049400438,0,2,2025-12-24 11:11:26,auto,1,0,0,12298099201,Quectel EG25,867929069278846.0,310260429110690.0,1.0,T-Mobile,LTE,5035.0,,,410.0,310.0,260.0,30507.0,35669783.0,-82.0,-7.0,"[""OK"", ""OK""]",,32.98727,-82.59281,0.0,Garage,100.0
67049,3,IDLE,"Modem is not connected: 2 (Not registered, but ME is currently searching a new operator to register to)",-22,14049400438,0,3,2025-12-24 11:11:26,auto,1,0,0,12293320200,Quectel EG25,867929069322826.0,310410446625086.0,2.0,,,,,,,,,,,,,[],,32.98727,-82.59281,0.0,Garage,0.0
